,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,main_topic,Text,target_label
Doc7410,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,9,"Used [REDACTED] several times, they always deliver at a good price.",tyre quality
Doc7411,0.02,0.42,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0.02,1,Hassle free great service,garage service
Doc7412,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,9,Good price and great service from the approved Tyre fitting company too !,tyre quality
Doc7413,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.14,0.01,0.6,0.01,0.01,9,"Used these a few times, shame my local tyre place didn't seem to be three this time but mission accomplished.Prefer to be able to see tyre info to compare before I buy that's why I use [REDACTED]",tyre quality
Doc7414,0.01,0.01,0.13,0.01,0.01,0.35,0.01,0.01,0.34,0.01,0.11,0.01,5,"Booked the tyre, went Saturday morning to get it fitted to find the tyre wasn’t there. An email had been sent the previous day to say this but I hadn’t seen it. Had to cancel the order and buy from someone else.",delivery punctuality
Doc7415,0.01,0.3,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.21,1,Great price and fitting was easy to arrange with nearest fitter,garage service
Doc7416,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,9,"Great service at very competitive prices. This is the third time I have used [REDACTED], wouldn’t go anywhere else.",tyre quality
Doc7417,0.17,0.01,0.01,0.01,0.01,0.21,0.01,0.27,0.01,0.01,0.01,0.28,11,"[REDACTED] provide a broad choice of competitive options for purchasing tyres, via an easy to use website.I have had repeated good service from Alpha and Yapps Garage Cardiff, in supplying and fitting new tyres over recent years.",discounts
Doc7418,0.21,0.32,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,7,Good price and excellent service from local fitting station,location
Doc7419,0.02,0.28,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.02,5,"Tyre supplied by [REDACTED] and fitted by EdinTyre - superb prompt service at my office. All pressures adjusted & checked to my stringent requirements, perfect.",delivery punctuality
Doc7420,0.13,0.28,0.01,0.16,0.26,0.13,0.01,0.01,0.01,0.01,0.01,0.01,1,"Superb customer service . I ordered the wrong size tyre online and phoned up to change . Excellent customer service , swift and efficient service in cancelling and reorder and honoured the price . Definitely recommend .🌟🌟🌟🌟🌟🌟🌟",garage service
Doc7421,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.42,0.01,10,Fast reliable service Days garage staff very polite and helpful,length of fitting
Doc7422,0.38,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.46,11,Had good selection of tyres across all price ranges so easy to pick what I was after,discounts
Doc7423,0.02,0.56,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.23,0.02,0.02,1,excellent service and fitting,garage service
Doc7424,0.18,0.34,0.15,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.01,1,"Great price, good communications from [REDACTED]. Garage chosen was excellent and professional.",garage service
Doc7425,0.03,0.36,0.03,0.03,0.03,0.03,0.03,0.36,0.03,0.03,0.03,0.03,1,Brilliant service even when I had to change garages.,garage service
Doc7426,0.02,0.02,0.02,0.27,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,11,"Smooth transaction, completely easy and plenty o choice to meet budget. Defintely recommend [REDACTED].com to anyone.",discounts
Doc7427,0.6,0.17,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,Great service and a good way to get good value and a good deal,value for money
Doc7428,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.36,0.22,0.01,0.01,0.01,7,Tyres supplied in a couple of days local garage service excellent as always,location
Doc7429,0.18,0.35,0.18,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,1,"Great choice, great value and superb fitters.",garage service
Doc7430,0.62,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0,Best service highly recommended,value for money
Doc7431,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.54,0.04,0.04,0.04,0.04,7,Very poor arranging with garage to fix tyers,location
Doc7432,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.31,5,Bought budged tyres which is 97 pound no name on website garage fitted them on car they are radar r8 which is 67 pound totaly ripped of for 4 set not recomended unless they put name on website budged ones,delivery punctuality
Doc7433,0.01,0.49,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.22,0.01,0.01,1,Excellent service with great prices and fitted at a reliable centre with no problems,garage service
Doc7434,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.19,0.28,0.28,10,"Online order was very easy to handle, and felt more informed about which tyres I was purchasing than when I go into a garage.The garage I used were friendly and accommodating and called me to let me know when finished.",length of fitting
Doc7435,0.02,0.02,0.02,0.02,0.02,0.02,0.27,0.02,0.27,0.02,0.02,0.27,6,"Everything worked perfectly, job completed in 2 working days from order.",ease of booking
Doc7436,0.21,0.36,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,Great service and good tyres at a reasonable price. Would definitely recommend.,garage service
Doc7437,0.01,0.16,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0.08,0.27,0.01,5,"Excellent service, my husband has just had his car fitted with them, I had my car fitted a couple of years ago, sold the car last year , bought a 2016 Yaris which needs new types, so it’s back to [REDACTED]. Thanks to you and the really friendly garage that fitted them.",delivery punctuality
Doc7438,0.39,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.1,0.13,0.09,0,"Easy, efficient booking system. Recommended garage was indeed of very good quality and good customer service. Overall we were very happy.",value for money
Doc7439,0.45,0.01,0.14,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0,"Good price, efficient service and the fitting garage took due care of the alloy wheels.",value for money
Doc7440,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.33,0.01,0.01,0.01,0.01,5,Top notch - Worked perfectly and got a better selection at a cheaper price than at the garage where it was fitted!!,delivery punctuality
Doc7441,0.0,0.0,0.24,0.0,0.13,0.0,0.0,0.0,0.4,0.0,0.13,0.07,8,I’m still wondering how 3tyres turned up the next day and the 4th tyre took 4 after maybe you had to make it because every one I spoke to to ask where it’s gone told me it will be there the next day or it’s on it way so my customer came in asking is it in yet and 3 times I told him it will be here soon ‘it on it’s way” the third day I had to give him a car to use because guess what it will be here at 12 o’clock and guess what it turned up 3 o’clock I would suggest you have a staff meeting and tell them not to tell customers it’s on it way when they no it isn’t,booking confusion
Doc7442,0.32,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.42,0.01,0.01,9,Good price - good fitting experience - mr tyre Redditch,tyre quality
Doc7443,0.37,0.01,0.26,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.15,0,Possibility to buy on credit. Good low tire prices. Professional service at the tire exchange point. Simple website support.,value for money
Doc7444,0.01,0.01,0.12,0.01,0.21,0.18,0.01,0.3,0.01,0.01,0.01,0.12,7,Best price online for the tyres ...Got to choose a garage that suited my needs ...10 out of 10 ... I will be using this service again,location
Doc7445,0.48,0.2,0.01,0.12,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,Excellent service! Good and quick booking system. Good price !I would recommend it,value for money
Doc7446,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.27,0.02,0.02,0,"Amazing service, really quick.",value for money
Doc7447,0.03,0.36,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.36,0.03,1,Very happy with the service I received,garage service
Doc7448,0.03,0.69,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,excellent service from beginning to end,garage service
Doc7449,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.27,0.02,8,No problems with booking or timing. Extra mot booked also.,booking confusion
Doc7450,0.03,0.03,0.03,0.36,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.36,3,ended up getting a refund but process was very easy,change of date
Doc7451,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,1,Excellent choice of tyres and a fast and friendly service,garage service
Doc7452,0.35,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.01,6,Good prices and very easy to book a fitting!,ease of booking
Doc7453,0.57,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.26,0.02,0.02,0,"First time user of [REDACTED] and well pleased.Good price, good service but slight question over a special offer tainted my opinion slightly.",value for money
Doc7454,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.36,0.13,0.3,9,Easy to order and arrange fitting. Date to suit which was helpful. Tyres are brilliant and very good price for them,tyre quality
Doc7455,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.44,9,Second time I have used [REDACTED] and I found the website to be very good and easy to use and navigate.,tyre quality
Doc7456,0.26,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.19,0.01,5,"Seemed good value for 4 Avon ZX7 fitted. First garage was closed when I got there but [REDACTED] quickly sorted an alternative at Bathwick Tyres on Coity Road, Bridgend and they were spot on. Very thorough and pretty swift. Overall fairly happy after a bit of a false start!",delivery punctuality
Doc7457,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.27,0.02,0.52,0.02,0.02,9,the best company I have used,tyre quality
Doc7458,0.04,0.04,0.04,0.04,0.04,0.54,0.04,0.04,0.04,0.04,0.04,0.04,5,Tyres took a week. Most inconvenient,delivery punctuality
Doc7459,0.01,0.25,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.42,0.01,0.01,9,Great tyres at great prices.Slightly disappointed at the fitting time by ATS Ripon. Appointment was for 11am for just one tyre......More than an hour before fitting was completed !,tyre quality
Doc7460,0.01,0.13,0.01,0.01,0.01,0.28,0.19,0.25,0.01,0.01,0.1,0.01,5,"Easy to book, very friendly and competent service at garage that fitted my new tyres, best price I could find",delivery punctuality
Doc7461,0.01,0.01,0.01,0.1,0.01,0.27,0.01,0.01,0.01,0.2,0.09,0.3,11,"In my opinion, [REDACTED] have revolutionised the industry. No more turning up at some drafty tyre bay to negotiate a price. Sit and choose in the comfort of your own home. Choose a tyre to fit your budget. Choose a fitting date and time. Turn up and get tyres fitted. What is there not to like?",discounts
Doc7462,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.22,0.02,8,"told fitting was on a thursday, but told have to wait till following tuesday wasnt happy at all regards patrick bailey",booking confusion
Doc7463,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.12,0.01,0.19,0.01,0.41,11,"Straight forward buying experience, choice with customer reviews to make purchasing easy. Quality products, easy to order and arrange local fitting. Complete package, why go any where else....",discounts
Doc7464,0.16,0.32,0.01,0.31,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,1,"Consumer friendly, hassle-free service. Ordering procedure very straightforward and easy to use. Only gave 4 stars because my original date of fitting was changed due to a delay in delivery of my tyres. Overall, a great service at good prices.",garage service
Doc7465,0.14,0.01,0.15,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.26,5,First time using [REDACTED]. Got recommended by a few friends. So easy will use again. Shame the garage I picked were c**p,delivery punctuality
Doc7466,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.01,9,"They have a good selection of tyres, from budget to performance, their prices are very competitive and their fitting centres are excellent, honest and do not try to push any unnecessary services on you like some, very satisfied.",tyre quality
Doc7467,0.29,0.18,0.01,0.1,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,7,Very good price and excellent service at ATS lowestoft. I would highly recommend buying any tyres from here. The best price and the better selection available than anywhere else. I couldn't get cross climates in my size anywhere and from you guys they were cheaper than others offering me continentals which only lasted 10k,location
Doc7468,0.27,0.02,0.02,0.27,0.02,0.02,0.02,0.27,0.02,0.02,0.02,0.02,0,Best value out there! Will recommend to all my friends!,value for money
Doc7469,0.01,0.25,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.19,0.01,0.28,11,Really quick delivery. Great price. All the right info up front. Will defo use again. Thanks,discounts
Doc7470,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.64,11,Easy to use website. I had to amend my order last minute and customer services helped me out very efficiently. I’m so impressed! Will certainly use them again.,discounts
Doc7471,0.11,0.0,0.28,0.0,0.0,0.19,0.07,0.0,0.0,0.09,0.0,0.23,2,Well designed website made ordering tyres easy. Needed to put actual tyre sizes in because using registration number gave the wrong profile (same happens on all tyre websites !). Car is an Octavia Scout.Have used this (Grahams at Halfway) fitter before and service was as good as usual.Altogether a very easy (and cheap - just caught a 10% discount on these tyres) way of buying tyres.,mobile fitter
Doc7472,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.37,0.02,0.02,0.22,0.27,7,"Easy, helpful service.....and competitive prices.",location
Doc7473,0.22,0.22,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0,I find using [REDACTED] great and easy. Would highly reccomend,value for money
Doc7474,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.33,0.19,0.01,5,Buying the tyres and arranging fitting worked well. I had to wait up to an hour for fitting as the tyre retailer was understaffed. My request for checking tracking hadn't reached the retailer so this wasn't done. Apart from that the tyres were fitted without other problems and the cost was much lower than elsewhere.,delivery punctuality
Doc7475,0.02,0.22,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.02,3,Brilliant service and the finance available was very helpful. Thank you. Will definitely use again.,change of date
Doc7476,0.01,0.32,0.01,0.01,0.21,0.01,0.35,0.01,0.01,0.01,0.01,0.01,6,"great service, it's easy, book your appointment, in 30 minutes it's all done",ease of booking
Doc7477,0.01,0.01,0.01,0.01,0.01,0.15,0.21,0.36,0.01,0.01,0.01,0.2,7,"great price, quick and convenient fitted at a garage less than 2 miles away , delighted will use again",location
Doc7478,0.02,0.22,0.02,0.02,0.02,0.62,0.02,0.02,0.02,0.02,0.02,0.02,5,"After a mixup which was my fault the resolution involved contacting via phone, lines were always busy but a callback service worked well just needed to wait around. The result was what I wanted with decent tyres fitted no issues for the winter.",delivery punctuality
Doc7479,0.51,0.32,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,Great Service and value for money.,value for money
Doc7480,0.42,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.22,0.02,0,Really quick and courteous service my car was ready exactly when they said it would be,value for money
Doc7481,0.02,0.3,0.02,0.02,0.02,0.02,0.02,0.49,0.02,0.02,0.02,0.02,7,It’s the best service I have ever had when comes to buying tyres thanks,location
Doc7482,0.12,0.01,0.01,0.12,0.2,0.01,0.35,0.01,0.01,0.17,0.01,0.01,6,"Quick, simple and easy to select your tyres, with clear information in regards to the ratings. Booking the fitting appointment is just as quick showing all available times. Would highly recommend!",ease of booking
Doc7483,0.01,0.18,0.2,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,5,First time using [REDACTED]..very smooth service. Fitted at Tudor cars in Barrow with tracking. Top notch!,delivery punctuality
Doc7484,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.15,0.01,0.12,1,"great service with local garages being able to get used , i will use this service again no worries",garage service
Doc7485,0.61,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.23,0.02,0.02,0,"Really good service, timely and efficient",value for money
Doc7486,0.01,0.01,0.48,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.14,2,"GREAT DEALTried to buy a set of 4 premium tyres local, what a joke. still waiting for them to get back to me.The only negative the fitter could have cleaned his mess off my brand new alloy wheels.I would use [REDACTED].COM again",mobile fitter
